start,end,word
0,0.47999998927116394,"Every"
0.47999998927116394,0.800000011920929,"wedding"
0.800000011920929,1.1799999475479126,"venue"
1.1799999475479126,1.4800000190734863,"wants"
1.4800000190734863,1.899999976158142,"more"
1.899999976158142,2.380000114440918,"enquiries"
3.2200000286102295,3.240000009536743,"But"
3.240000009536743,3.5399999618530273,"that's"
3.5399999618530273,3.700000047683716,"not"
3.700000047683716,3.9000000953674316,"where"
3.9000000953674316,4.239999771118164,"most"
4.239999771118164,4.679999828338623,"bookings"
4.679999828338623,4.920000076293945,"are"
4.920000076293945,5.179999828338623,"won"
5.179999828338623,5.820000171661377,"or"
5.820000171661377,5.820000171661377,"lost"
6.320000171661377,6.440000057220459,"They're"
6.440000057220459,6.679999828338623,"won"
6.679999828338623,6.820000171661377,"in"
6.820000171661377,7,"the"
7,7.320000171661377,"moments"
7.320000171661377,7.639999866485596,"after"
7.639999866485596,8.100000381469727,"a"
8.100000381469727,8.100000381469727,"couple"
8.100000381469727,8.34000015258789,"gets"
8.34000015258789,8.920000076293945,"in"
8.920000076293945,8.920000076293945,"touch"
9.819999694824219,9.859999656677246,"81"
9.859999656677246,10.220000267028809,""
10.220000267028809,10.899999618530273,"of"
10.899999618530273,10.899999618530273,"couples"
10.899999618530273,11.319999694824219,"say"
11.319999694824219,11.699999809265137,"they"
11.699999809265137,11.9399995803833,"felt"
11.9399995803833,12.579999923706055,"frustrated"
12.579999923706055,13.039999961853027,"by"
13.039999961853027,13.300000190734863,"venue"
13.300000190734863,13.800000190734863,"responses"
14.84000015258789,14.84000015258789,"Two"
14.84000015258789,15.220000267028809,"thirds"
15.220000267028809,15.640000343322754,"visit"
15.640000343322754,16.100000381469727,"three"
16.100000381469727,16.459999084472656,"venues"
16.459999084472656,17.219999313354492,"or"
17.219999313354492,17.219999313354492,"fewer"
17.219999313354492,17.6200008392334,"before"
17.6200008392334,17.899999618530273,"making"
17.899999618530273,18.540000915527344,"a"
18.540000915527344,18.540000915527344,"decision"
19.280000686645508,19.540000915527344,"And"
19.540000915527344,20.040000915527344,"68"
20.040000915527344,20.399999618530273,""
20.399999618530273,20.760000228881836,"of"
20.760000228881836,20.979999542236328,"wedding"
20.979999542236328,21.540000915527344,"enquiries"
21.540000915527344,21.979999542236328,"happen"
21.979999542236328,22.65999984741211,"outside"
22.65999984741211,23.059999465942383,"office"
23.059999465942383,23.479999542236328,"hours"
23.479999542236328,24.34000015258789,"Yet"
24.34000015258789,24.700000762939453,"according"
24.700000762939453,25,"to"
25,25.200000762939453,"our"
25.200000762939453,25.719999313354492,"own"
25.719999313354492,25.860000610351562,"venue"
25.860000610351562,26.260000228881836,"health"
26.260000228881836,26.579999923706055,"check"
26.579999923706055,27.260000228881836,"research"
27.899999618530273,27.920000076293945,"only"
27.920000076293945,28.65999984741211,"14"
28.65999984741211,29.059999465942383,""
29.059999465942383,29.739999771118164,"of"
29.739999771118164,29.739999771118164,"venues"
29.739999771118164,30.260000228881836,"respond"
30.260000228881836,30.5,"within"
30.5,30.760000228881836,"the"
30.760000228881836,31.040000915527344,"first"
31.040000915527344,31.360000610351562,"hour"
32.18000030517578,32.36000061035156,"That's"
32.36000061035156,32.81999969482422,"the"
32.81999969482422,32.81999969482422,"gap"
33.58000183105469,33.58000183105469,"The"
33.58000183105469,33.58000183105469,"gap"
33.58000183105469,33.959999084472656,"between"
33.959999084472656,34.58000183105469,"enquiry"
34.58000183105469,35.119998931884766,"and"
35.119998931884766,35.65999984741211,"response"
36.540000915527344,36.540000915527344,"Between"
36.540000915527344,37.18000030517578,"interest"
37.18000030517578,37.65999984741211,"and"
37.65999984741211,37.81999969482422,"action"
38.52000045776367,38.63999938964844,"Between"
38.63999938964844,39.31999969482422,"a"
39.31999969482422,39.31999969482422,"potential"
39.31999969482422,39.58000183105469,"booking"
39.58000183105469,39.97999954223633,"and"
39.97999954223633,40.36000061035156,"a"
40.36000061035156,40.400001525878906,"lost"
40.400001525878906,41.119998931884766,"opportunity"
42.279998779296875,42.79999923706055,"VenueBot"
42.79999923706055,43.13999938964844,"was"
43.13999938964844,43.29999923706055,"built"
43.29999923706055,43.63999938964844,"to"
43.63999938964844,43.81999969482422,"close"
43.81999969482422,44.380001068115234,"that"
44.380001068115234,44.380001068115234,"gap"
