start,end,word
0,0.4399999976158142,"Every"
0.4399999976158142,0.7200000286102295,"wedding"
0.7200000286102295,1.1200000047683716,"venue"
1.1200000047683716,1.4199999570846558,"wants"
1.4199999570846558,1.8200000524520874,"more"
1.8200000524520874,2.259999990463257,"enquiries"
2.9600000381469727,3,"but"
3,3.2799999713897705,"that's"
3.2799999713897705,3.440000057220459,"not"
3.440000057220459,3.640000104904175,"where"
3.640000104904175,3.9600000381469727,"most"
3.9600000381469727,4.400000095367432,"bookings"
4.400000095367432,4.679999828338623,"are"
4.679999828338623,4.960000038146973,"won"
4.960000038146973,5.340000152587891,"or"
5.340000152587891,5.699999809265137,"lost"
6.28000020980835,6.380000114440918,"They're"
6.380000114440918,6.71999979019165,"won"
6.71999979019165,7.239999771118164,"or"
7.239999771118164,7.579999923706055,"lost"
7.579999923706055,8.079999923706055,"in"
8.079999923706055,8.260000228881836,"the"
8.260000228881836,8.579999923706055,"moments"
8.579999923706055,8.920000076293945,"after"
8.920000076293945,9.380000114440918,"a"
9.380000114440918,9.380000114440918,"couple"
9.380000114440918,9.65999984741211,"gets"
9.65999984741211,10.260000228881836,"in"
10.260000228881836,10.260000228881836,"touch"
12.0600004196167,12.140000343322754,"The"
12.140000343322754,12.5,"challenge"
12.5,12.859999656677246,"is"
12.859999656677246,13.079999923706055,"that"
13.079999923706055,13.359999656677246,"most"
13.359999656677246,13.699999809265137,"venues"
13.699999809265137,14.220000267028809,"are"
14.220000267028809,14.220000267028809,"leaking"
14.220000267028809,14.979999542236328,"opportunities"
14.979999542236328,15.680000305175781,"every"
15.680000305175781,16.059999465942383,"single"
16.059999465942383,16.3799991607666,"day"
17.18000030517578,17.280000686645508,"81"
17.280000686645508,17.559999465942383,""
17.559999465942383,18.3799991607666,"of"
18.3799991607666,18.3799991607666,"couples"
18.3799991607666,18.639999389648438,"say"
18.639999389648438,19.059999465942383,"they've"
19.059999465942383,19.139999389648438,"felt"
19.139999389648438,19.68000030517578,"frustrated"
19.68000030517578,20.139999389648438,"by"
20.139999389648438,20.3799991607666,"venue"
20.3799991607666,20.8799991607666,"response"
20.8799991607666,21.34000015258789,"times"
22.15999984741211,22.18000030517578,"Nearly"
22.18000030517578,22.719999313354492,"70"
22.719999313354492,23.079999923706055,""
23.079999923706055,23.3799991607666,"make"
